67068	physique	0.011526424064568028
67068	mathias	0.0251573333340134
67068	fink	0.0251573333340134
67068	un	0.000432170713153402
67068	bel	0.0016697893494030853
67068	exemple	0.0013627801548782837
67068	de	0.0
67068	chercheur	0.002736209035255185
67068	qui	0.000608146323580444
67068	innove	0.001913070679419396
67068	le	5.885583278197323e-05
67068	27	0.001473298213122837
67068	avril	0.0011719668861318647
67068	dernier	0.0004167243113712538
67068	cnrs	0.0016080900744116853
67068	décernait	0.0025157333334013404
67068	pour	9.312961218460189e-05
67068	la	3.205379192947942e-05
67068	première	0.0009445944242436716
67068	fois	0.0005360300248038951
67068	médaille	0.001473298213122837
67068	l	0.0
67068	innovation	0.0012547084582491637
67068	dont	0.0005310196870993641
67068	valérie	0.002214402006410368
67068	pécresse	0.002214402006410368
67068	ministre	0.0014354718258461604
67068	enseignement	0.0009013350784266301
67068	supérieur	0.0010228787850186849
67068	et	0.0
67068	recherche	0.0011220079666698103
67068	est	0.0007967186558003439
67068	à	0.0
67068	origine	0.0011719668861318647
67068	création	0.0036053403137065202
67068	souhaite	0.0023439337722637294
67068	ainsi	0.0008151648954636246
67068	honorer	0.0025157333334013404
67068	des	0.00010734190935151367
67068	chercheurs	0.0014088071985303868
67068	ingénieurs	0.0008608659522448401
67068	travaillant	0.0014354718258461604
67068	dans	0.00039499188053679054
67068	établissements	0.001368458022412113
67068	publics	0.001235699698813924
67068	universités	0.0010829367726816334
67068	grandes	0.0018026701568532601
67068	écoles	0.0014354718258461604
67068	mais	0.001266998058472794
67068	aussi	0.0014497056668554957
67068	industriels	0.0012000075028713159
67068	développent	0.0016117393524284237
67068	innovations	0.0010829367726816334
67068	marquantes	0.0025157333334013404
67068	cette	0.0007600905605460944
67068	édition	0.0007897314619290791
67068	nouvelle	0.0006565416452819525
67068	distinction	0.001913070679419396
67068	a	0.0006297686372833312
67068	été	0.0005559342405613416
67068	attribuée	0.002214402006410368
67068	trois	0.0005742726200693898
67068	réputés	0.0016697893494030853
67068	économiste	0.0018160636593913114
67068	esther	0.0025157333334013404
67068	duflo	0.0025157333334013404
67068	roboticien	0.002214402006410368
67068	françois	0.001473298213122837
67068	pierrot	0.002214402006410368
67068	physicien	0.005009368048209256
67068	directeur	0.0028309814858220295
67068	institut	0.0016641928160565928
67068	langevin	0.006643206019231104
67068	ondes	0.014732982131228369
67068	images	0.006692324029090379
67068	créé	0.0012134010054093672
67068	en	6.44051456109082e-05
67068	janvier	0.0010228787850186849
67068	2009	0.0024268020108187344
67068	au	0.0002921558561532973
67068	sein	0.0007926852941184679
67068	ecole	0.0007581008452406883
67068	chimie	0.0020457575700373698
67068	industrielles	0.0012134010054093672
67068	ville	0.0013384648058180758
67068	paris	0.001800011254306974
67068	espci	0.009080318296956557
67068	remarquable	0.0016697893494030853
67068	ces	0.0005128976553925909
67068	innovent	0.002214402006410368
67068	les	7.513933654605958e-05
67068	travaux	0.001053945677280669
67068	son	0.0014801484276978614
67068	équipe	0.0025785220433912426
67068	ont	0.0015930590612980922
67068	effet	0.0011023710642333363
67068	abouti	0.0018160636593913114
67068	quatre	0.0022327879707625654
67068	start	0.0023052848129136057
67068	ups	0.003826141358838792
67068	totalisent	0.0025157333334013404
67068	230	0.002214402006410368
